round_id,tag_name,train_roc_auc,train_f1,train_precision,train_recall,train_cr,train_kappa,train_pos_rate,test_roc_auc,test_f1,test_precision,test_recall,test_cr,test_kappa,test_pos_rate
3,gate,0.996898263,0.953473945,0.923076923,0.923076923,"              precision    recall  f1-score   support

           0       0.98      0.98      0.98       124
           1       0.92      0.92      0.92        26

    accuracy                           0.97       150
   macro avg       0.95      0.95      0.95       150
weighted avg       0.97      0.97      0.97       150
",0.906947891,0.173333333,0.837449079,0.821837593,0.657142857,0.716883117,"              precision    recall  f1-score   support

           0       0.94      0.93      0.94      1967
           1       0.66      0.72      0.69       385

    accuracy                           0.89      2352
   macro avg       0.80      0.82      0.81      2352
weighted avg       0.90      0.89      0.89      2352
",0.620973783,0.163690476
3,lights,0.996735075,0.965018657,0.9375,0.9375,"              precision    recall  f1-score   support

           0       0.99      0.99      0.99       134
           1       0.94      0.94      0.94        16

    accuracy                           0.99       150
   macro avg       0.97      0.97      0.97       150
weighted avg       0.99      0.99      0.99       150
",0.930037313,0.106666667,0.835382542,0.736015561,0.306382979,0.545454545,"              precision    recall  f1-score   support

           0       0.97      0.93      0.95      2220
           1       0.31      0.55      0.39       132

    accuracy                           0.91      2352
   macro avg       0.64      0.74      0.67      2352
weighted avg       0.93      0.91      0.92      2352
",0.345316198,0.056122449
3,intercom,0.895104895,0.5,0,0,"              precision    recall  f1-score   support

           0       0.95      1.00      0.98       143
           1       0.00      0.00      0.00         7

    accuracy                           0.95       150
   macro avg       0.48      0.50      0.49       150
weighted avg       0.91      0.95      0.93       150
",0,0.046666667,0.607777898,0.5,0,0,"              precision    recall  f1-score   support

           0       0.95      1.00      0.97      2236
           1       0.00      0.00      0.00       116

    accuracy                           0.95      2352
   macro avg       0.48      0.50      0.49      2352
weighted avg       0.90      0.95      0.93      2352
",0,0.049319728
3,dog,0.794520548,0.5,0,0,"              precision    recall  f1-score   support

           0       0.97      1.00      0.99       146
           1       0.00      0.00      0.00         4

    accuracy                           0.97       150
   macro avg       0.49      0.50      0.49       150
weighted avg       0.95      0.97      0.96       150
",0,0.026666667,0.670313426,0.5,0,0,"              precision    recall  f1-score   support

           0       0.95      1.00      0.97      2227
           1       0.00      0.00      0.00       125

    accuracy                           0.95      2352
   macro avg       0.47      0.50      0.49      2352
weighted avg       0.90      0.95      0.92      2352
",0,0.053146259
3,guard_ID_resident,0.696551724,0.5,0,0,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98       145
           1       0.00      0.00      0.00         5

    accuracy                           0.97       150
   macro avg       0.48      0.50      0.49       150
weighted avg       0.93      0.97      0.95       150
",0,0.033333333,0.648190998,0.5,0,0,"              precision    recall  f1-score   support

           0       0.96      1.00      0.98      2249
           1       0.00      0.00      0.00       103

    accuracy                           0.96      2352
   macro avg       0.48      0.50      0.49      2352
weighted avg       0.91      0.96      0.93      2352
",0,0.043792517
3,security_screen_door,1,1,1,1,"              precision    recall  f1-score   support

           0       1.00      1.00      1.00       143
           1       1.00      1.00      1.00         7

    accuracy                           1.00       150
   macro avg       1.00      1.00      1.00       150
weighted avg       1.00      1.00      1.00       150
",1,0.046666667,0.816547471,0.756575853,0.734177215,0.522522523,"              precision    recall  f1-score   support

           0       0.98      0.99      0.98      2241
           1       0.73      0.52      0.61       111

    accuracy                           0.97      2352
   macro avg       0.86      0.76      0.80      2352
weighted avg       0.97      0.97      0.97      2352
",0.594616879,0.047193878
3,warning_sign,0.96,0.896428571,0.888888889,0.8,"              precision    recall  f1-score   support

           0       0.99      0.99      0.99       140
           1       0.89      0.80      0.84        10

    accuracy                           0.98       150
   macro avg       0.94      0.90      0.92       150
weighted avg       0.98      0.98      0.98       150
",0.831460674,0.066666667,0.57970615,0.588940632,0.671875,0.187772926,"              precision    recall  f1-score   support

           0       0.92      0.99      0.95      2123
           1       0.67      0.19      0.29       229

    accuracy                           0.91      2352
   macro avg       0.80      0.59      0.62      2352
weighted avg       0.89      0.91      0.89      2352
",0.262130508,0.097363946
3,none,0.987586207,0.8,1,0.6,"              precision    recall  f1-score   support

           0       0.99      1.00      0.99       145
           1       1.00      0.60      0.75         5

    accuracy                           0.99       150
   macro avg       0.99      0.80      0.87       150
weighted avg       0.99      0.99      0.99       150
",0.743589744,0.033333333,0.796184212,0.525030599,0.833333333,0.050505051,"              precision    recall  f1-score   support

           0       0.96      1.00      0.98      2253
           1       0.83      0.05      0.10        99

    accuracy                           0.96      2352
   macro avg       0.90      0.53      0.54      2352
weighted avg       0.95      0.96      0.94      2352
",0.090864704,0.042091837
4,lock,0.86030506,0.5,0,0,"              precision    recall  f1-score   support

           0       0.84      1.00      0.91       168
           1       0.00      0.00      0.00        32

    accuracy                           0.84       200
   macro avg       0.42      0.50      0.46       200
weighted avg       0.71      0.84      0.77       200
",0,0.16,0.823932082,0.5,0,0,"              precision    recall  f1-score   support

           0       0.86      1.00      0.93      1986
           1       0.00      0.00      0.00       316

    accuracy                           0.86      2302
   macro avg       0.43      0.50      0.46      2302
weighted avg       0.74      0.86      0.80      2302
",0,0.137271937
4,video_doorbell,0.993105209,0.977272727,1,0.954545455,"              precision    recall  f1-score   support

           0       0.99      1.00      1.00       178
           1       1.00      0.95      0.98        22

    accuracy                           0.99       200
   macro avg       1.00      0.98      0.99       200
weighted avg       1.00      0.99      0.99       200
",0.973944763,0.11,0.910987468,0.894666048,0.923954373,0.799342105,"              precision    recall  f1-score   support

           0       0.97      0.99      0.98      1998
           1       0.92      0.80      0.86       304

    accuracy                           0.96      2302
   macro avg       0.95      0.89      0.92      2302
weighted avg       0.96      0.96      0.96      2302
",0.837198013,0.132059079
4,gate,0.993394309,0.921409214,0.911764706,0.861111111,"              precision    recall  f1-score   support

           0       0.97      0.98      0.98       164
           1       0.91      0.86      0.89        36

    accuracy                           0.96       200
   macro avg       0.94      0.92      0.93       200
weighted avg       0.96      0.96      0.96       200
",0.861495845,0.18,0.874824425,0.799090815,0.716814159,0.648,"              precision    recall  f1-score   support

           0       0.93      0.95      0.94      1927
           1       0.72      0.65      0.68       375

    accuracy                           0.90      2302
   macro avg       0.82      0.80      0.81      2302
weighted avg       0.90      0.90      0.90      2302
",0.622236713,0.162901825
4,lights,0.939517302,0.684210526,1,0.368421053,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       181
           1       1.00      0.37      0.54        19

    accuracy                           0.94       200
   macro avg       0.97      0.68      0.75       200
weighted avg       0.94      0.94      0.93       200
",0.513579246,0.095,0.858870493,0.573413314,0.95,0.147286822,"              precision    recall  f1-score   support

           0       0.95      1.00      0.98      2173
           1       0.95      0.15      0.26       129

    accuracy                           0.95      2302
   macro avg       0.95      0.57      0.62      2302
weighted avg       0.95      0.95      0.93      2302
",0.243655243,0.056038228
4,intercom,0.965789474,0.5,0,0,"              precision    recall  f1-score   support

           0       0.95      1.00      0.97       190
           1       0.00      0.00      0.00        10

    accuracy                           0.95       200
   macro avg       0.47      0.50      0.49       200
weighted avg       0.90      0.95      0.93       200
",0,0.05,0.743771149,0.5,0,0,"              precision    recall  f1-score   support

           0       0.95      1.00      0.97      2189
           1       0.00      0.00      0.00       113

    accuracy                           0.95      2302
   macro avg       0.48      0.50      0.49      2302
weighted avg       0.90      0.95      0.93      2302
",0,0.04908775
4,dog,0.966796875,0.622395833,0.666666667,0.25,"              precision    recall  f1-score   support

           0       0.97      0.99      0.98       192
           1       0.67      0.25      0.36         8

    accuracy                           0.96       200
   macro avg       0.82      0.62      0.67       200
weighted avg       0.96      0.96      0.96       200
",0.349442379,0.04,0.59353697,0.512396694,1,0.024793388,"              precision    recall  f1-score   support

           0       0.95      1.00      0.97      2181
           1       1.00      0.02      0.05       121

    accuracy                           0.95      2302
   macro avg       0.97      0.51      0.51      2302
weighted avg       0.95      0.95      0.93      2302
",0.045960621,0.052562989
4,guard_ID_resident,0.362694301,0.5,0,0,"              precision    recall  f1-score   support

           0       0.96      1.00      0.98       193
           1       0.00      0.00      0.00         7

    accuracy                           0.96       200
   macro avg       0.48      0.50      0.49       200
weighted avg       0.93      0.96      0.95       200
",0,0.035,0.500506071,0.5,0,0,"              precision    recall  f1-score   support

           0       0.96      1.00      0.98      2201
           1       0.00      0.00      0.00       101

    accuracy                           0.96      2302
   macro avg       0.48      0.50      0.49      2302
weighted avg       0.91      0.96      0.93      2302
",0,0.043874891
4,security_screen_door,0.976507092,0.916666667,1,0.833333333,"              precision    recall  f1-score   support

           0       0.99      1.00      0.99       188
           1       1.00      0.83      0.91        12

    accuracy                           0.99       200
   macro avg       0.99      0.92      0.95       200
weighted avg       0.99      0.99      0.99       200
",0.903846154,0.06,0.755821047,0.702602502,0.977272727,0.405660377,"              precision    recall  f1-score   support

           0       0.97      1.00      0.99      2196
           1       0.98      0.41      0.57       106

    accuracy                           0.97      2302
   macro avg       0.97      0.70      0.78      2302
weighted avg       0.97      0.97      0.97      2302
",0.561487267,0.046046916
4,warning_sign,0.934414414,0.566666667,1,0.133333333,"              precision    recall  f1-score   support

           0       0.93      1.00      0.97       185
           1       1.00      0.13      0.24        15

    accuracy                           0.94       200
   macro avg       0.97      0.57      0.60       200
weighted avg       0.94      0.94      0.91       200
",0.221556886,0.075,0.754578149,0.501991527,0.5,0.004464286,"              precision    recall  f1-score   support

           0       0.90      1.00      0.95      2078
           1       0.50      0.00      0.01       224

    accuracy                           0.90      2302
   macro avg       0.70      0.50      0.48      2302
weighted avg       0.86      0.90      0.86      2302
",0.007139611,0.09730669
4,none,1,1,1,1,"              precision    recall  f1-score   support

           0       1.00      1.00      1.00       195
           1       1.00      1.00      1.00         5

    accuracy                           1.00       200
   macro avg       1.00      1.00      1.00       200
weighted avg       1.00      1.00      1.00       200
",1,0.025,0.802466334,0.670355392,0.85,0.343434343,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98      2203
           1       0.85      0.34      0.49        99

    accuracy                           0.97      2302
   macro avg       0.91      0.67      0.74      2302
weighted avg       0.97      0.97      0.96      2302
",0.476244801,0.043006082
