round_id,tag_name,train_roc_auc,train_f1,train_precision,train_recall,train_cr,train_kappa,train_pos_rate,test_roc_auc,test_f1,test_precision,test_recall,test_cr,test_kappa,test_pos_rate
2,lock,0.927607604,0.838175909,0.739130435,0.718309859,"              precision    recall  f1-score   support

           0       0.95      0.96      0.96       429
           1       0.74      0.72      0.73        71

    accuracy                           0.92       500
   macro avg       0.85      0.84      0.84       500
weighted avg       0.92      0.92      0.92       500
",0.684395867,0.142,0.85499503,0.72864961,0.627802691,0.505415162,"              precision    recall  f1-score   support

           0       0.92      0.95      0.94      1725
           1       0.63      0.51      0.56       277

    accuracy                           0.89      2002
   macro avg       0.78      0.73      0.75      2002
weighted avg       0.88      0.89      0.89      2002
",0.498050049,0.138361638
2,video_doorbell,1,0.998886414,0.980769231,1,"              precision    recall  f1-score   support

           0       1.00      1.00      1.00       449
           1       0.98      1.00      0.99        51

    accuracy                           1.00       500
   macro avg       0.99      1.00      0.99       500
weighted avg       1.00      1.00      1.00       500
",0.989176552,0.102,0.946531558,0.912182976,0.895348837,0.84,"              precision    recall  f1-score   support

           0       0.97      0.98      0.98      1727
           1       0.90      0.84      0.87       275

    accuracy                           0.96      2002
   macro avg       0.94      0.91      0.92      2002
weighted avg       0.96      0.96      0.96      2002
",0.846360545,0.137362637
2,gate,0.959152941,0.855294118,0.931034483,0.72,"              precision    recall  f1-score   support

           0       0.95      0.99      0.97       425
           1       0.93      0.72      0.81        75

    accuracy                           0.95       500
   macro avg       0.94      0.86      0.89       500
weighted avg       0.95      0.95      0.95       500
",0.783737024,0.15,0.904288501,0.753826531,0.910994764,0.517857143,"              precision    recall  f1-score   support

           0       0.91      0.99      0.95      1666
           1       0.91      0.52      0.66       336

    accuracy                           0.91      2002
   macro avg       0.91      0.75      0.80      2002
weighted avg       0.91      0.91      0.90      2002
",0.613297479,0.167832168
2,lights,0.996060363,0.971554487,0.720930233,0.96875,"              precision    recall  f1-score   support

           0       1.00      0.97      0.99       468
           1       0.72      0.97      0.83        32

    accuracy                           0.97       500
   macro avg       0.86      0.97      0.91       500
weighted avg       0.98      0.97      0.98       500
",0.812938874,0.064,0.900798077,0.844306505,0.556291391,0.724137931,"              precision    recall  f1-score   support

           0       0.98      0.96      0.97      1886
           1       0.56      0.72      0.63       116

    accuracy                           0.95      2002
   macro avg       0.77      0.84      0.80      2002
weighted avg       0.96      0.95      0.95      2002
",0.603208796,0.057942058
2,intercom,0.9187349,0.753312834,0.75,0.517241379,"              precision    recall  f1-score   support

           0       0.97      0.99      0.98       471
           1       0.75      0.52      0.61        29

    accuracy                           0.96       500
   macro avg       0.86      0.75      0.80       500
weighted avg       0.96      0.96      0.96       500
",0.592973436,0.058,0.679635577,0.545669967,0.183333333,0.117021277,"              precision    recall  f1-score   support

           0       0.96      0.97      0.97      1908
           1       0.18      0.12      0.14        94

    accuracy                           0.93      2002
   macro avg       0.57      0.55      0.55      2002
weighted avg       0.92      0.93      0.93      2002
",0.110306099,0.046953047
2,dog,0.997730434,0.94615272,0.928571429,0.896551724,"              precision    recall  f1-score   support

           0       0.99      1.00      0.99       471
           1       0.93      0.90      0.91        29

    accuracy                           0.99       500
   macro avg       0.96      0.95      0.95       500
weighted avg       0.99      0.99      0.99       500
",0.906980205,0.058,0.779834385,0.730273396,0.564705882,0.48,"              precision    recall  f1-score   support

           0       0.97      0.98      0.98      1902
           1       0.56      0.48      0.52       100

    accuracy                           0.96      2002
   macro avg       0.77      0.73      0.75      2002
weighted avg       0.95      0.96      0.95      2002
",0.495774967,0.04995005
2,guard_ID_resident,0.97934322,0.905266344,0.52173913,0.857142857,"              precision    recall  f1-score   support

           0       0.99      0.95      0.97       472
           1       0.52      0.86      0.65        28

    accuracy                           0.95       500
   macro avg       0.76      0.91      0.81       500
weighted avg       0.96      0.95      0.95       500
",0.622356495,0.056,0.719049168,0.621383975,0.179104478,0.3,"              precision    recall  f1-score   support

           0       0.97      0.94      0.96      1922
           1       0.18      0.30      0.22        80

    accuracy                           0.92      2002
   macro avg       0.57      0.62      0.59      2002
weighted avg       0.94      0.92      0.93      2002
",0.183435384,0.03996004
2,security_screen_door,1,0.993670886,0.8125,1,"              precision    recall  f1-score   support

           0       1.00      0.99      0.99       474
           1       0.81      1.00      0.90        26

    accuracy                           0.99       500
   macro avg       0.91      0.99      0.95       500
weighted avg       0.99      0.99      0.99       500
",0.890254609,0.052,0.802779991,0.806840428,0.644444444,0.630434783,"              precision    recall  f1-score   support

           0       0.98      0.98      0.98      1910
           1       0.64      0.63      0.64        92

    accuracy                           0.97      2002
   macro avg       0.81      0.81      0.81      2002
weighted avg       0.97      0.97      0.97      2002
",0.620096376,0.045954046
2,warning_sign,1,0.992273731,0.87037037,1,"              precision    recall  f1-score   support

           0       1.00      0.98      0.99       453
           1       0.87      1.00      0.93        47

    accuracy                           0.99       500
   macro avg       0.94      0.99      0.96       500
weighted avg       0.99      0.99      0.99       500
",0.922948221,0.094,0.774047537,0.778524977,0.664705882,0.588541667,"              precision    recall  f1-score   support

           0       0.96      0.97      0.96      1810
           1       0.66      0.59      0.62       192

    accuracy                           0.93      2002
   macro avg       0.81      0.78      0.79      2002
weighted avg       0.93      0.93      0.93      2002
",0.587118846,0.095904096
2,none,0.983471074,0.869834711,0.705882353,0.75,"              precision    recall  f1-score   support

           0       0.99      0.99      0.99       484
           1       0.71      0.75      0.73        16

    accuracy                           0.98       500
   macro avg       0.85      0.87      0.86       500
weighted avg       0.98      0.98      0.98       500
",0.71797443,0.032,0.868676973,0.758490073,0.807017544,0.522727273,"              precision    recall  f1-score   support

           0       0.98      0.99      0.99      1914
           1       0.81      0.52      0.63        88

    accuracy                           0.97      2002
   macro avg       0.89      0.76      0.81      2002
weighted avg       0.97      0.97      0.97      2002
",0.621398854,0.043956044
