round_id,tag_name,train_roc_auc,train_f1,train_precision,train_recall,train_cr,train_kappa,train_pos_rate,test_roc_auc,test_f1,test_precision,test_recall,test_cr,test_kappa,test_pos_rate
3,warning_sign,0.99376424,0.911919894,0.866666667,0.838709677,"              precision    recall  f1-score   support

           0       0.98      0.99      0.98       269
           1       0.87      0.84      0.85        31

    accuracy                           0.97       300
   macro avg       0.92      0.91      0.92       300
weighted avg       0.97      0.97      0.97       300
",0.835766423,0.103333333,0.893828119,0.763506867,0.730769231,0.548076923,"              precision    recall  f1-score   support

           0       0.95      0.98      0.97      1994
           1       0.73      0.55      0.63       208

    accuracy                           0.94      2202
   macro avg       0.84      0.76      0.80      2202
weighted avg       0.93      0.94      0.93      2202
",0.593457792,0.094459582
3,none,0.740759241,0.5,0,0,"              precision    recall  f1-score   support

           0       0.95      1.00      0.98       286
           1       0.00      0.00      0.00        14

    accuracy                           0.95       300
   macro avg       0.48      0.50      0.49       300
weighted avg       0.91      0.95      0.93       300
",0,0.046666667,0.698498001,0.5,0,0,"              precision    recall  f1-score   support

           0       0.96      1.00      0.98      2112
           1       0.00      0.00      0.00        90

    accuracy                           0.96      2202
   macro avg       0.48      0.50      0.49      2202
weighted avg       0.92      0.96      0.94      2202
",0,0.040871935
4,lock,0.965998754,0.881436877,0.762711864,0.803571429,"              precision    recall  f1-score   support

           0       0.97      0.96      0.96       344
           1       0.76      0.80      0.78        56

    accuracy                           0.94       400
   macro avg       0.87      0.88      0.87       400
weighted avg       0.94      0.94      0.94       400
",0.746141348,0.14,0.869252819,0.769603799,0.670588235,0.585616438,"              precision    recall  f1-score   support

           0       0.93      0.95      0.94      1810
           1       0.67      0.59      0.63       292

    accuracy                           0.90      2102
   macro avg       0.80      0.77      0.78      2102
weighted avg       0.90      0.90      0.90      2102
",0.569466286,0.138915319
4,video_doorbell,0.995921918,0.980479582,0.881355932,0.981132075,"              precision    recall  f1-score   support

           0       1.00      0.98      0.99       347
           1       0.88      0.98      0.93        53

    accuracy                           0.98       400
   macro avg       0.94      0.98      0.96       400
weighted avg       0.98      0.98      0.98       400
",0.916982307,0.1325,0.971119549,0.947022633,0.882978723,0.912087912,"              precision    recall  f1-score   support

           0       0.99      0.98      0.98      1829
           1       0.88      0.91      0.90       273

    accuracy                           0.97      2102
   macro avg       0.93      0.95      0.94      2102
weighted avg       0.97      0.97      0.97      2102
",0.881681312,0.129876308
4,gate,0.972251082,0.93030303,0.828947368,0.9,"              precision    recall  f1-score   support

           0       0.98      0.96      0.97       330
           1       0.83      0.90      0.86        70

    accuracy                           0.95       400
   macro avg       0.90      0.93      0.92       400
weighted avg       0.95      0.95      0.95       400
",0.832495812,0.175,0.895102589,0.85316927,0.715068493,0.765395894,"              precision    recall  f1-score   support

           0       0.95      0.94      0.95      1761
           1       0.72      0.77      0.74       341

    accuracy                           0.91      2102
   macro avg       0.83      0.85      0.84      2102
weighted avg       0.92      0.91      0.91      2102
",0.686848323,0.162226451
4,lights,0.969553685,0.716065044,0.909090909,0.434782609,"              precision    recall  f1-score   support

           0       0.97      1.00      0.98       377
           1       0.91      0.43      0.59        23

    accuracy                           0.96       400
   macro avg       0.94      0.72      0.78       400
weighted avg       0.96      0.96      0.96       400
",0.572323201,0.0575,0.783200809,0.590436014,0.52173913,0.192,"              precision    recall  f1-score   support

           0       0.95      0.99      0.97      1977
           1       0.52      0.19      0.28       125

    accuracy                           0.94      2102
   macro avg       0.74      0.59      0.63      2102
weighted avg       0.93      0.94      0.93      2102
",0.256927879,0.059467174
4,intercom,0.991875771,0.96472645,0.675675676,0.961538462,"              precision    recall  f1-score   support

           0       1.00      0.97      0.98       374
           1       0.68      0.96      0.79        26

    accuracy                           0.97       400
   macro avg       0.84      0.96      0.89       400
weighted avg       0.98      0.97      0.97       400
",0.776593916,0.065,0.84742011,0.747342983,0.385185185,0.536082474,"              precision    recall  f1-score   support

           0       0.98      0.96      0.97      2005
           1       0.39      0.54      0.45        97

    accuracy                           0.94      2102
   macro avg       0.68      0.75      0.71      2102
weighted avg       0.95      0.94      0.94      2102
",0.416963903,0.046146527
4,dog,0.998556999,0.968013468,0.75,0.954545455,"              precision    recall  f1-score   support

           0       1.00      0.98      0.99       378
           1       0.75      0.95      0.84        22

    accuracy                           0.98       400
   macro avg       0.87      0.97      0.91       400
weighted avg       0.98      0.98      0.98       400
",0.829497016,0.055,0.842512824,0.8514534,0.6,0.728971963,"              precision    recall  f1-score   support

           0       0.99      0.97      0.98      1995
           1       0.60      0.73      0.66       107

    accuracy                           0.96      2102
   macro avg       0.79      0.85      0.82      2102
weighted avg       0.97      0.96      0.96      2102
",0.638013071,0.050903901
4,guard_ID_resident,0.804709996,0.5,0,0,"              precision    recall  f1-score   support

           0       0.94      1.00      0.97       374
           1       0.00      0.00      0.00        26

    accuracy                           0.94       400
   macro avg       0.47      0.50      0.48       400
weighted avg       0.87      0.94      0.90       400
",0,0.065,0.701744748,0.5,0,0,"              precision    recall  f1-score   support

           0       0.96      1.00      0.98      2020
           1       0.00      0.00      0.00        82

    accuracy                           0.96      2102
   macro avg       0.48      0.50      0.49      2102
weighted avg       0.92      0.96      0.94      2102
",0,0.039010466
4,security_screen_door,0.999503525,0.974779069,0.838709677,0.962962963,"              precision    recall  f1-score   support

           0       1.00      0.99      0.99       373
           1       0.84      0.96      0.90        27

    accuracy                           0.98       400
   macro avg       0.92      0.97      0.94       400
weighted avg       0.99      0.98      0.99       400
",0.888506922,0.0675,0.854708444,0.777509413,0.611764706,0.571428571,"              precision    recall  f1-score   support

           0       0.98      0.98      0.98      2011
           1       0.61      0.57      0.59        91

    accuracy                           0.97      2102
   macro avg       0.80      0.78      0.79      2102
weighted avg       0.96      0.97      0.97      2102
",0.573055896,0.043292103
4,warning_sign,0.999781913,0.994475138,0.904761905,1,"              precision    recall  f1-score   support

           0       1.00      0.99      0.99       362
           1       0.90      1.00      0.95        38

    accuracy                           0.99       400
   macro avg       0.95      0.99      0.97       400
weighted avg       0.99      0.99      0.99       400
",0.944459872,0.095,0.7309481,0.749576683,0.570680628,0.542288557,"              precision    recall  f1-score   support

           0       0.95      0.96      0.95      1901
           1       0.57      0.54      0.56       201

    accuracy                           0.92      2102
   macro avg       0.76      0.75      0.76      2102
weighted avg       0.92      0.92      0.92      2102
",0.510509876,0.095623216
4,none,0.98010775,0.894736842,1,0.789473684,"              precision    recall  f1-score   support

           0       0.99      1.00      0.99       381
           1       1.00      0.79      0.88        19

    accuracy                           0.99       400
   macro avg       0.99      0.89      0.94       400
weighted avg       0.99      0.99      0.99       400
",0.877206447,0.0475,0.793502289,0.738201756,0.773584906,0.482352941,"              precision    recall  f1-score   support

           0       0.98      0.99      0.99      2017
           1       0.77      0.48      0.59        85

    accuracy                           0.97      2102
   macro avg       0.88      0.74      0.79      2102
weighted avg       0.97      0.97      0.97      2102
",0.581194453,0.040437678
5,lock,0.956541048,0.850209364,0.7,0.756756757,"              precision    recall  f1-score   support

           0       0.96      0.94      0.95       426
           1       0.70      0.76      0.73        74

    accuracy                           0.92       500
   macro avg       0.83      0.85      0.84       500
weighted avg       0.92      0.92      0.92       500
",0.67771639,0.148,0.884757705,0.765859438,0.534810127,0.616788321,"              precision    recall  f1-score   support

           0       0.94      0.91      0.93      1728
           1       0.53      0.62      0.57       274

    accuracy                           0.87      2002
   macro avg       0.74      0.77      0.75      2002
weighted avg       0.88      0.87      0.88      2002
",0.499505958,0.136863137
5,video_doorbell,0.997727273,0.974242424,0.878787879,0.966666667,"              precision    recall  f1-score   support

           0       1.00      0.98      0.99       440
           1       0.88      0.97      0.92        60

    accuracy                           0.98       500
   macro avg       0.94      0.97      0.95       500
weighted avg       0.98      0.98      0.98       500
",0.909222948,0.12,0.963061095,0.942350837,0.866906475,0.906015038,"              precision    recall  f1-score   support

           0       0.99      0.98      0.98      1736
           1       0.87      0.91      0.89       266

    accuracy                           0.97      2002
   macro avg       0.93      0.94      0.93      2002
weighted avg       0.97      0.97      0.97      2002
",0.868120426,0.132867133
5,gate,0.983869596,0.946633593,0.840425532,0.929411765,"              precision    recall  f1-score   support

           0       0.99      0.96      0.97       415
           1       0.84      0.93      0.88        85

    accuracy                           0.96       500
   macro avg       0.91      0.95      0.93       500
weighted avg       0.96      0.96      0.96       500
",0.857181719,0.17,0.87818462,0.847895954,0.75625,0.742331288,"              precision    recall  f1-score   support

           0       0.95      0.95      0.95      1676
           1       0.76      0.74      0.75       326

    accuracy                           0.92      2002
   macro avg       0.85      0.85      0.85      2002
weighted avg       0.92      0.92      0.92      2002
",0.700987967,0.162837163
5,lights,0.990785256,0.970486111,0.704545455,0.96875,"              precision    recall  f1-score   support

           0       1.00      0.97      0.98       468
           1       0.70      0.97      0.82        32

    accuracy                           0.97       500
   macro avg       0.85      0.97      0.90       500
weighted avg       0.98      0.97      0.97       500
",0.80104593,0.064,0.82914945,0.799082166,0.496644295,0.637931034,"              precision    recall  f1-score   support

           0       0.98      0.96      0.97      1886
           1       0.50      0.64      0.56       116

    accuracy                           0.94      2002
   macro avg       0.74      0.80      0.76      2002
weighted avg       0.95      0.94      0.94      2002
",0.527717849,0.057942058
5,intercom,0.963546099,0.845390071,0.523809524,0.733333333,"              precision    recall  f1-score   support

           0       0.98      0.96      0.97       470
           1       0.52      0.73      0.61        30

    accuracy                           0.94       500
   macro avg       0.75      0.85      0.79       500
weighted avg       0.96      0.94      0.95       500
",0.581839904,0.06,0.846361603,0.657251728,0.3,0.35483871,"              precision    recall  f1-score   support

           0       0.97      0.96      0.96      1909
           1       0.30      0.35      0.33        93

    accuracy                           0.93      2002
   macro avg       0.63      0.66      0.64      2002
weighted avg       0.94      0.93      0.93      2002
",0.289346178,0.046453546
5,dog,0.958308111,0.90753632,0.884615385,0.821428571,"              precision    recall  f1-score   support

           0       0.99      0.99      0.99       472
           1       0.88      0.82      0.85        28

    accuracy                           0.98       500
   macro avg       0.94      0.91      0.92       500
weighted avg       0.98      0.98      0.98       500
",0.843407454,0.056,0.790503695,0.720358227,0.621621622,0.455445545,"              precision    recall  f1-score   support

           0       0.97      0.99      0.98      1901
           1       0.62      0.46      0.53       101

    accuracy                           0.96      2002
   macro avg       0.80      0.72      0.75      2002
weighted avg       0.95      0.96      0.96      2002
",0.504576598,0.05044955
5,guard_ID_resident,0.957598825,0.833733974,0.489361702,0.71875,"              precision    recall  f1-score   support

           0       0.98      0.95      0.96       468
           1       0.49      0.72      0.58        32

    accuracy                           0.93       500
   macro avg       0.73      0.83      0.77       500
weighted avg       0.95      0.93      0.94       500
",0.547846103,0.064,0.799632453,0.644484068,0.245098039,0.328947368,"              precision    recall  f1-score   support

           0       0.97      0.96      0.97      1926
           1       0.25      0.33      0.28        76

    accuracy                           0.94      2002
   macro avg       0.61      0.64      0.62      2002
weighted avg       0.95      0.94      0.94      2002
",0.24818983,0.037962038
5,security_screen_door,0.999221335,0.966484978,0.911764706,0.939393939,"              precision    recall  f1-score   support

           0       1.00      0.99      0.99       467
           1       0.91      0.94      0.93        33

    accuracy                           0.99       500
   macro avg       0.95      0.97      0.96       500
weighted avg       0.99      0.99      0.99       500
",0.920015357,0.066,0.786664212,0.753346221,0.676923077,0.517647059,"              precision    recall  f1-score   support

           0       0.98      0.99      0.98      1917
           1       0.68      0.52      0.59        85

    accuracy                           0.97      2002
   macro avg       0.83      0.75      0.79      2002
weighted avg       0.97      0.97      0.97      2002
",0.570876404,0.042457542
5,warning_sign,0.999107604,0.994481236,0.903846154,1,"              precision    recall  f1-score   support

           0       1.00      0.99      0.99       453
           1       0.90      1.00      0.95        47

    accuracy                           0.99       500
   macro avg       0.95      0.99      0.97       500
weighted avg       0.99      0.99      0.99       500
",0.943961266,0.094,0.864849505,0.833882942,0.67839196,0.703125,"              precision    recall  f1-score   support

           0       0.97      0.96      0.97      1810
           1       0.68      0.70      0.69       192

    accuracy                           0.94      2002
   macro avg       0.82      0.83      0.83      2002
weighted avg       0.94      0.94      0.94      2002
",0.657058805,0.095904096
